name,tempmax,tempmin,feelslikemax,feelslikemin,humidity,precip,precipprob,precipcover,windspeed,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description,day,month,year,sunset_time,sunrise_time,avg_temp,avg_feelsliketemp,dew_point,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",season
"Port of Spain, Trinidad, Trinidad And Tobago",28.055555555555557,23.055555555555557,32.05555555555556,23.055555555555557,90.4,,0,0.0,18.3,85.8,6.0,,,,0.09,Partly cloudy throughout the day.,16,3,2002,18:16:55,06:12:35,25.777777777777782,26.666666666666668,24.055555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,35.611111111111114,24.055555555555557,80.9,,0,0.0,22.4,86.7,7.4,,,,0.12,Partly cloudy throughout the day.,17,3,2002,18:16:56,06:12:00,27.055555555555557,28.833333333333332,23.277777777777782,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,23.833333333333336,32.833333333333336,23.833333333333336,89.4,,0,0.0,12.8,90.9,6.9,,,,0.16,Cloudy skies throughout the day.,18,3,2002,18:16:56,06:11:25,25.33333333333333,25.611111111111107,23.388888888888886,1,0,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.666666666666664,34.666666666666664,23.666666666666664,78.7,,0,0.0,23.0,78.2,7.6,,,,0.19,Partly cloudy throughout the day.,19,3,2002,18:16:56,06:10:49,26.999999999999996,28.77777777777778,22.722222222222225,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.555555555555557,22.055555555555557,35.111111111111114,22.055555555555557,76.5,,0,0.0,16.1,90.0,8.5,,,,0.22,Partly cloudy throughout the day.,20,3,2002,18:16:56,06:10:14,26.77777777777778,28.22222222222222,21.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,22.055555555555557,35.611111111111114,22.055555555555557,77.5,,0,0.0,16.1,62.9,8.9,,,,0.25,Partly cloudy throughout the day.,21,3,2002,18:16:56,06:09:38,26.722222222222218,28.277777777777782,22.11111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.666666666666664,35.611111111111114,23.666666666666664,84.0,,0,0.0,15.0,85.7,7.2,,,,0.29,Partly cloudy throughout the day.,22,3,2002,18:16:56,06:09:02,26.722222222222218,28.555555555555557,23.61111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.666666666666668,25.055555555555554,35.55555555555556,25.055555555555554,79.9,,0,0.0,19.5,73.8,5.9,,,,0.33,Partly cloudy throughout the day.,23,3,2002,18:16:56,06:08:26,27.277777777777775,29.333333333333332,23.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,35.611111111111114,24.055555555555557,78.7,,0,0.0,20.8,44.8,6.2,,,,0.36,Partly cloudy throughout the day.,24,3,2002,18:16:56,06:07:50,27.333333333333332,29.22222222222222,23.166666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,34.888888888888886,24.055555555555557,76.8,,0,0.0,19.5,52.5,5.7,,,,0.39,Partly cloudy throughout the day.,25,3,2002,18:16:56,06:07:15,26.944444444444443,28.5,22.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,23.055555555555557,34.666666666666664,23.055555555555557,78.8,,0,0.0,16.1,60.0,6.8,,,,0.43,Partly cloudy throughout the day.,26,3,2002,18:16:55,06:06:39,26.38888888888889,27.555555555555554,21.999999999999996,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,22.666666666666668,35.888888888888886,22.666666666666668,78.9,,0,0.0,13.9,54.3,7.2,,,,0.46,Partly cloudy throughout the day.,27,3,2002,18:16:55,06:06:03,26.611111111111114,28.055555555555557,22.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.055555555555557,34.27777777777778,23.055555555555557,75.2,,0,0.0,13.9,56.3,7.4,,,,0.5,Partly cloudy throughout the day.,28,3,2002,18:16:55,06:05:27,26.888888888888893,28.055555555555557,21.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,35.888888888888886,24.055555555555557,75.9,,0,0.0,12.8,62.6,7.1,,,,0.53,Partly cloudy throughout the day.,29,3,2002,18:16:54,06:04:51,27.61111111111111,29.666666666666668,22.722222222222225,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.055555555555554,36.94444444444444,25.055555555555554,80.2,,0,0.0,15.0,75.0,6.9,,,,0.56,Partly cloudy throughout the day.,30,3,2002,18:16:54,06:04:15,27.666666666666668,29.88888888888889,23.72222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.833333333333332,35.22222222222222,24.833333333333332,83.9,,0,0.0,13.9,86.7,7.4,,,,0.6,Partly cloudy throughout the day.,31,3,2002,18:16:54,06:03:39,27.055555555555557,29.22222222222222,24.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.666666666666664,36.666666666666664,23.666666666666664,77.4,,0,0.0,13.9,69.1,7.9,,,,0.63,Partly cloudy throughout the day.,1,4,2002,18:16:53,06:03:04,27.77777777777778,29.77777777777778,23.111111111111107,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.166666666666664,23.055555555555557,38.05555555555556,23.055555555555557,78.2,,0,0.0,16.1,68.7,8.3,,,,0.66,Partly cloudy throughout the day.,2,4,2002,18:16:53,06:02:29,27.555555555555554,29.88888888888889,23.111111111111107,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,36.888888888888886,24.055555555555557,76.3,,0,0.0,20.8,55.0,7.2,,,,0.7,Partly cloudy throughout the day.,3,4,2002,18:16:53,06:01:53,27.77777777777778,29.77777777777778,22.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.05555555555556,23.055555555555557,38.22222222222222,23.055555555555557,77.6,,0,0.0,13.9,48.8,7.3,,,,0.75,Partly cloudy throughout the day.,4,4,2002,18:16:53,06:01:18,27.666666666666668,29.944444444444443,23.055555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,36.888888888888886,24.055555555555557,79.8,,0,0.0,13.9,54.7,7.1,,,,0.76,Partly cloudy throughout the day.,5,4,2002,18:16:54,06:00:44,27.277777777777775,29.11111111111111,23.22222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.05555555555556,23.055555555555557,36.22222222222222,23.055555555555557,76.0,,0,0.0,13.9,61.7,7.3,,,,0.8,Partly cloudy throughout the day.,6,4,2002,18:16:54,06:00:09,27.5,29.22222222222222,22.444444444444446,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.166666666666664,24.055555555555557,37.166666666666664,24.055555555555557,77.4,,0,0.0,12.8,60.0,7.2,,,,0.83,Partly cloudy throughout the day.,7,4,2002,18:16:55,05:59:35,27.444444444444446,29.333333333333332,22.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.05555555555556,22.055555555555557,38.22222222222222,22.055555555555557,79.5,,0,0.0,12.8,68.9,7.1,,,,0.86,Partly cloudy throughout the day.,8,4,2002,18:16:55,05:59:01,26.888888888888893,28.88888888888889,22.666666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.055555555555557,35.611111111111114,23.055555555555557,83.7,,0,0.0,12.8,61.7,7.2,,,,0.9,Partly cloudy throughout the day.,9,4,2002,18:16:56,05:58:27,26.11111111111111,27.5,23.000000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,23.055555555555557,34.27777777777778,23.055555555555557,87.3,,0,0.0,13.9,63.6,6.2,,,,0.93,Partly cloudy throughout the day.,10,4,2002,18:16:57,05:57:54,25.38888888888889,26.555555555555557,23.000000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,22.055555555555557,32.833333333333336,22.055555555555557,89.3,,0,0.0,8.1,77.1,5.2,,,,0.96,Partly cloudy throughout the day.,11,4,2002,18:16:59,05:57:21,25.055555555555554,26.0,23.055555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.05555555555556,24.055555555555557,34.72222222222222,24.055555555555557,67.8,,0,0.0,12.8,77.7,8.3,,,,0.0,Partly cloudy throughout the day.,12,4,2002,18:17:00,05:56:48,27.61111111111111,28.444444444444443,20.500000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",33.55555555555556,22.055555555555557,37.111111111111114,22.055555555555557,71.9,,0,0.0,17.2,51.7,8.8,,,,0.03,Partly cloudy throughout the day.,13,4,2002,18:17:02,05:56:15,27.722222222222225,29.5,21.722222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.333333333333332,23.055555555555557,36.833333333333336,23.055555555555557,90.3,,0,0.0,17.2,76.7,5.7,,,,0.06,Partly cloudy throughout the day.,14,4,2002,18:17:04,05:55:44,25.611111111111107,26.888888888888893,23.72222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",26.055555555555557,23.055555555555557,26.055555555555557,23.055555555555557,94.6,,0,0.0,11.4,80.5,5.9,,,,0.1,Partly cloudy throughout the day.,15,4,2002,18:17:06,05:55:12,24.88888888888889,24.88888888888889,23.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.666666666666664,36.666666666666664,23.666666666666664,81.5,,0,0.0,24.2,56.7,7.5,,,,0.13,Partly cloudy throughout the day.,16,4,2002,18:17:09,05:54:41,27.055555555555557,29.11111111111111,23.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,82.7,,0,0.0,15.0,56.2,7.0,,,,0.17,Partly cloudy throughout the day.,17,4,2002,18:17:11,05:54:10,26.38888888888889,27.77777777777778,23.000000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.833333333333332,24.055555555555557,35.94444444444444,24.055555555555557,82.4,,0,0.0,12.8,53.2,7.7,,,,0.2,Partly cloudy throughout the day.,18,4,2002,18:17:15,05:53:40,26.722222222222218,28.388888888888886,23.22222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.666666666666668,24.055555555555557,35.666666666666664,24.055555555555557,77.3,,0,0.0,17.2,61.7,7.6,,,,0.24,Partly cloudy throughout the day.,19,4,2002,18:17:18,05:53:11,27.555555555555554,29.555555555555557,23.000000000000004,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,83.1,,0,0.0,17.2,82.6,6.5,,,,0.25,Partly cloudy throughout the day.,20,4,2002,18:17:22,05:52:41,27.055555555555557,29.166666666666668,23.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.833333333333332,38.05555555555556,24.833333333333332,82.8,,0,0.0,23.0,78.7,6.9,,,,0.31,Partly cloudy throughout the day.,21,4,2002,18:17:26,05:52:13,27.61111111111111,30.61111111111111,24.27777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.055555555555554,36.666666666666664,25.055555555555554,83.5,,0,0.0,16.1,88.8,6.6,,,,0.34,Partly cloudy throughout the day.,22,4,2002,18:17:30,05:51:45,27.555555555555554,30.5,24.388888888888893,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.66666666666667,36.666666666666664,24.66666666666667,80.8,,0,0.0,18.3,84.2,6.6,,,,0.38,Partly cloudy throughout the day.,23,4,2002,18:17:35,05:51:17,27.88888888888889,30.77777777777778,24.166666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.055555555555557,36.888888888888886,23.055555555555557,79.5,,0,0.0,11.4,88.3,6.5,,,,0.41,Partly cloudy throughout the day.,24,4,2002,18:17:40,05:50:50,27.333333333333332,29.666666666666668,23.166666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.666666666666664,24.055555555555557,36.666666666666664,24.055555555555557,76.6,,0,0.0,26.8,82.1,8.0,,,,0.45,Partly cloudy throughout the day.,25,4,2002,18:17:45,05:50:24,27.77777777777778,29.77777777777778,22.88888888888889,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.666666666666664,36.888888888888886,23.666666666666664,77.6,,0,0.0,15.0,90.0,7.7,,,,0.5,Partly cloudy throughout the day.,26,4,2002,18:17:51,05:49:58,27.5,29.5,22.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,86.2,,0,0.0,16.1,73.8,6.7,,,,0.52,Partly cloudy throughout the day.,27,4,2002,18:17:57,05:49:33,26.22222222222222,27.61111111111111,23.666666666666664,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,23.055555555555557,36.888888888888886,23.055555555555557,79.0,,0,0.0,16.1,73.6,8.0,,,,0.55,Partly cloudy throughout the day.,28,4,2002,18:18:04,05:49:09,27.38888888888889,29.5,23.111111111111107,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.055555555555557,36.333333333333336,24.055555555555557,91.5,,0,0.0,19.5,84.2,6.5,,,,0.58,Partly cloudy throughout the day.,29,4,2002,18:18:10,05:48:45,25.500000000000004,26.444444444444443,23.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.055555555555557,39.0,24.055555555555557,90.5,,0,0.0,12.8,93.3,4.5,,,,0.62,Cloudy skies throughout the day.,30,4,2002,18:18:18,05:48:22,26.611111111111114,28.88888888888889,24.88888888888889,1,0,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,26.055555555555557,37.388888888888886,26.055555555555557,81.2,,0,0.0,17.2,90.0,4.2,,,,0.65,Partly cloudy throughout the day.,1,5,2002,18:18:25,05:47:59,27.88888888888889,30.444444444444443,24.222222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.833333333333332,36.888888888888886,24.833333333333332,78.9,,0,0.0,19.5,77.5,6.2,,,,0.68,Partly cloudy throughout the day.,2,5,2002,18:18:33,05:47:38,27.77777777777778,30.11111111111111,23.555555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,87.6,,0,0.0,13.9,76.3,6.2,,,,0.71,Partly cloudy throughout the day.,3,5,2002,18:18:42,05:47:17,26.666666666666668,28.555555555555557,24.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,86.2,,0,0.0,21.9,83.0,4.9,,,,0.75,Partly cloudy throughout the day.,4,5,2002,18:18:50,05:46:56,26.333333333333336,27.88888888888889,23.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,23.666666666666664,35.611111111111114,23.666666666666664,80.8,,0,0.0,19.5,83.3,7.1,,,,0.78,Partly cloudy throughout the day.,5,5,2002,18:19:00,05:46:37,27.11111111111111,29.11111111111111,23.277777777777782,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,23.055555555555557,35.833333333333336,23.055555555555557,80.4,,0,0.0,18.3,57.1,8.0,,,,0.81,Partly cloudy throughout the day.,6,5,2002,18:19:09,05:46:18,27.277777777777775,29.444444444444443,23.388888888888886,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.333333333333332,35.22222222222222,24.333333333333332,87.1,,0,0.0,13.9,72.9,6.0,,,,0.84,Partly cloudy throughout the day.,7,5,2002,18:19:19,05:46:00,26.611111111111114,28.61111111111111,24.166666666666668,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,36.888888888888886,24.055555555555557,82.0,,0,0.0,21.9,90.0,7.6,,,,0.88,Partly cloudy throughout the day.,8,5,2002,18:19:29,05:45:42,27.22222222222222,29.38888888888889,23.666666666666664,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,25.055555555555554,35.22222222222222,25.055555555555554,80.7,,0,0.0,12.8,90.0,7.5,,,,0.91,Partly cloudy throughout the day.,9,5,2002,18:19:40,05:45:26,27.22222222222222,29.27777777777778,23.5,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.055555555555557,25.055555555555554,34.333333333333336,25.055555555555554,85.5,,0,0.0,13.9,90.0,7.7,,,,0.94,Partly cloudy throughout the day.,10,5,2002,18:19:51,05:45:10,26.888888888888893,28.77777777777778,24.222222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,38.05555555555556,24.055555555555557,87.8,,0,0.0,15.0,87.1,7.0,,,,0.97,Partly cloudy throughout the day.,11,5,2002,18:20:02,05:44:55,26.666666666666668,28.111111111111107,24.27777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.666666666666668,36.666666666666664,25.666666666666668,79.0,,0,0.0,17.2,88.2,7.6,,,,0.0,Partly cloudy throughout the day.,12,5,2002,18:20:14,05:44:41,27.944444444444443,30.444444444444443,23.77777777777778,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.666666666666668,25.055555555555554,36.888888888888886,25.055555555555554,80.8,,0,0.0,21.9,78.1,7.3,,,,0.04,Partly cloudy throughout the day.,13,5,2002,18:20:26,05:44:27,27.83333333333333,30.38888888888889,23.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.833333333333332,39.333333333333336,25.833333333333332,84.2,,0,0.0,16.1,88.3,6.1,,,,0.08,Partly cloudy throughout the day.,14,5,2002,18:20:38,05:44:14,27.83333333333333,31.22222222222222,24.833333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.055555555555554,36.666666666666664,25.055555555555554,82.4,,0,0.0,18.3,72.9,6.4,,,,0.11,Partly cloudy throughout the day.,15,5,2002,18:20:51,05:44:03,27.77777777777778,30.72222222222222,24.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.666666666666668,38.05555555555556,25.666666666666668,76.5,,0,0.0,21.9,60.9,7.1,,,,0.15,Partly cloudy throughout the day.,16,5,2002,18:21:04,05:43:51,28.444444444444443,31.555555555555557,23.72222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,26.055555555555557,36.666666666666664,26.055555555555557,79.3,,0,0.0,19.5,86.5,6.3,,,,0.19,Partly cloudy throughout the day.,17,5,2002,18:21:17,05:43:41,28.000000000000004,31.055555555555557,24.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.055555555555554,35.611111111111114,25.055555555555554,76.4,,0,0.0,21.9,83.3,6.7,,,,0.22,Partly cloudy throughout the day.,18,5,2002,18:21:31,05:43:32,28.111111111111107,30.833333333333332,23.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.333333333333332,24.055555555555557,36.666666666666664,24.055555555555557,81.4,,0,0.0,21.9,88.3,6.2,,,,0.25,Partly cloudy throughout the day.,19,5,2002,18:21:45,05:43:23,27.77777777777778,30.333333333333332,24.055555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,25.055555555555554,36.333333333333336,25.055555555555554,85.0,,0,0.0,18.3,89.2,5.4,,,,0.29,Partly cloudy throughout the day.,20,5,2002,18:21:59,05:43:15,27.444444444444446,30.333333333333332,24.66666666666667,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.333333333333332,26.055555555555557,34.666666666666664,26.055555555555557,80.9,,0,0.0,20.8,88.6,4.5,,,,0.33,Partly cloudy throughout the day.,21,5,2002,18:22:14,05:43:08,27.38888888888889,29.833333333333332,23.72222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.666666666666668,37.888888888888886,25.666666666666668,84.1,,0,0.0,17.2,79.6,5.2,,,,0.36,Partly cloudy throughout the day.,22,5,2002,18:22:29,05:43:02,27.555555555555554,30.27777777777778,24.555555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.166666666666668,24.055555555555557,35.22222222222222,24.055555555555557,90.0,,0,0.0,16.1,72.1,5.3,,,,0.4,Partly cloudy throughout the day.,23,5,2002,18:22:44,05:42:56,26.333333333333336,28.166666666666668,24.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,36.888888888888886,24.055555555555557,77.7,,0,0.0,16.1,48.2,6.3,,,,0.43,Partly cloudy throughout the day.,24,5,2002,18:22:59,05:42:52,27.666666666666668,29.88888888888889,23.111111111111107,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,35.611111111111114,24.055555555555557,78.5,,0,0.0,16.1,37.8,6.8,,,,0.47,Partly cloudy throughout the day.,25,5,2002,18:23:14,05:42:48,27.055555555555557,28.88888888888889,22.722222222222225,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.333333333333332,22.666666666666668,34.05555555555556,22.666666666666668,76.0,,0,0.0,16.1,35.0,7.3,,,,0.5,Partly cloudy throughout the day.,26,5,2002,18:23:30,05:42:45,26.888888888888893,28.277777777777782,21.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,25.055555555555554,35.611111111111114,25.055555555555554,79.8,,0,0.0,19.5,90.0,6.2,,,,0.54,Partly cloudy throughout the day.,27,5,2002,18:23:46,05:42:43,27.16666666666667,28.555555555555557,23.111111111111107,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.666666666666668,24.833333333333332,37.888888888888886,24.833333333333332,87.2,,0,0.0,16.1,90.0,6.2,,,,0.57,Partly cloudy throughout the day.,28,5,2002,18:24:02,05:42:41,26.944444444444443,29.11111111111111,24.499999999999996,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.833333333333332,36.666666666666664,24.833333333333332,84.4,,0,0.0,16.1,84.3,6.2,,,,0.6,Partly cloudy throughout the day.,29,5,2002,18:24:18,05:42:40,27.444444444444446,29.77777777777778,24.388888888888893,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,24.055555555555557,39.333333333333336,24.055555555555557,85.0,,0,0.0,16.1,90.0,8.0,,,,0.63,Partly cloudy throughout the day.,30,5,2002,18:24:34,05:42:40,27.11111111111111,29.555555555555557,24.222222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.333333333333332,24.055555555555557,36.333333333333336,24.055555555555557,86.2,,0,0.0,13.9,88.3,7.1,,,,0.67,Partly cloudy throughout the day.,31,5,2002,18:24:50,05:42:41,26.888888888888893,29.11111111111111,24.222222222222218,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.055555555555557,36.666666666666664,24.055555555555557,87.0,,0,0.0,13.9,74.5,5.7,,,,0.7,Partly cloudy throughout the day.,1,6,2002,18:25:07,05:42:42,27.11111111111111,29.666666666666668,24.61111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.333333333333332,25.055555555555554,39.0,25.055555555555554,87.9,,0,0.0,13.9,52.5,5.3,,,,0.75,Partly cloudy throughout the day.,2,6,2002,18:25:23,05:42:45,27.11111111111111,29.72222222222222,24.88888888888889,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",29.666666666666668,24.055555555555557,35.77777777777778,24.055555555555557,89.2,,0,0.0,13.9,75.5,5.7,,,,0.76,Partly cloudy throughout the day.,3,6,2002,18:25:40,05:42:48,26.333333333333336,27.944444444444443,24.333333333333332,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.055555555555557,24.66666666666667,36.666666666666664,24.66666666666667,81.3,,0,0.0,15.0,57.0,6.0,,,,0.8,Partly cloudy throughout the day.,4,6,2002,18:25:56,05:42:51,27.61111111111111,30.0,23.944444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,23.833333333333336,35.77777777777778,23.833333333333336,85.8,,0,0.0,20.8,65.8,5.9,,,,0.83,Partly cloudy throughout the day.,5,6,2002,18:26:13,05:42:55,26.77777777777778,29.0,24.055555555555557,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,24.055555555555557,36.666666666666664,24.055555555555557,81.3,,0,0.0,15.0,84.0,6.0,,,,0.86,Partly cloudy throughout the day.,6,6,2002,18:26:29,05:43:00,27.722222222222225,30.444444444444443,24.0,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",28.833333333333332,24.055555555555557,34.111111111111114,24.055555555555557,90.7,,0,0.0,9.2,84.0,6.1,,,,0.89,Partly cloudy throughout the day.,7,6,2002,18:26:45,05:43:06,26.27777777777778,27.77777777777778,24.61111111111111,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",31.166666666666668,25.055555555555554,37.888888888888886,25.055555555555554,83.9,,0,0.0,15.0,82.6,5.5,,,,0.93,Partly cloudy throughout the day.,8,6,2002,18:27:02,05:43:12,27.61111111111111,30.055555555555557,24.444444444444443,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.055555555555554,36.611111111111114,25.055555555555554,79.3,,0,0.0,16.1,71.7,6.5,,,,0.96,Partly cloudy throughout the day.,9,6,2002,18:27:18,05:43:19,27.83333333333333,30.166666666666668,23.666666666666664,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",30.055555555555557,24.555555555555557,36.333333333333336,24.555555555555557,91.1,,0,0.0,12.8,80.4,6.5,,,,0.0,Partly cloudy throughout the day.,10,6,2002,18:27:34,05:43:27,26.38888888888889,27.944444444444443,24.72222222222222,0,1,0,0,0,Dry
"Port of Spain, Trinidad, Trinidad And Tobago",32.05555555555556,25.055555555555554,39.333333333333336,25.055555555555554,82.8,,0,0.0,16.1,90.0,7.5,,,,0.02,Partly cloudy throughout the day.,11,6,2002,18:27:50,05:43:35,27.77777777777778,30.5,24.444444444444443,0,1,0,0,0,Dry
